data;tipo;categoria;descricao;valor;metodo
2025-07-10T16:50:00.000Z;ENTRADA;Venda;Venda #685953;85;Pix
2025-07-10T16:23:00.000Z;ENTRADA;Venda;Venda #685953;16;Pix
2025-07-10T15:42:00.000Z;ENTRADA;Venda;Venda #685953;85;Pix
2025-07-10T15:19:00.000Z;ENTRADA;Venda;Venda #685953;8;Pix
2025-07-10T15:07:00.000Z;ENTRADA;Venda;Venda #685953;90;Pix
2025-07-09T22:08:00.000Z;ENTRADA;Venda;Venda #685953;360;Pix
2025-07-09T21:53:00.000Z;ENTRADA;Venda;Venda #685953;360;Pix
2025-07-09T18:35:00.000Z;ENTRADA;Venda;Venda #685953;85;Pix
2025-07-09T16:55:00.000Z;ENTRADA;Venda;Venda #685953;120;Pix
2025-07-09T15:39:00.000Z;ENTRADA;Venda;Venda #685953;135;Pix
2025-07-09T15:19:00.000Z;ENTRADA;Venda;Venda #685953;90;Pix
2025-07-09T03:00:00.000Z;SAÍDA;DESPESAS OPERACIONAIS;Compra de Insumos Reposição;-2380.915525350351;Dinheiro/Banco
2025-07-08T19:52:00.000Z;ENTRADA;Venda;Venda #685953;8;Pix
2025-07-08T18:09:00.000Z;ENTRADA;Venda;Venda #685953;360;Pix
2025-07-08T18:03:00.000Z;ENTRADA;Venda;Venda #685953;85;Pix
2025-07-08T17:29:00.000Z;ENTRADA;Venda;Venda #685953;45;Pix
2025-07-08T17:19:00.000Z;ENTRADA;Venda;Venda #685953;16;Pix
2025-07-08T16:18:00.000Z;ENTRADA;Venda;Venda #685953;8;Pix
2025-07-08T15:36:00.000Z;ENTRADA;Venda;Venda #685953;240;Pix
2025-07-08T15:28:00.000Z;ENTRADA;Venda;Venda #685953;170;Pix
2025-07-08T15:13:00.000Z;ENTRADA;Venda;Venda #685953;360;Pix
2025-07-08T15:10:00.000Z;ENTRADA;Venda;Venda #685953;120;Pix
2025-07-07T22:25:00.000Z;ENTRADA;Venda;Venda #685953;240;Pix
2025-07-07T21:28:00.000Z;ENTRADA;Venda;Venda #685953;90;Pix
2025-07-07T20:46:00.000Z;ENTRADA;Venda;Venda #685953;170;Pix
2025-07-07T19:44:00.000Z;ENTRADA;Venda;Venda #685953;255;Pix
2025-07-07T16:05:00.000Z;ENTRADA;Venda;Venda #685953;135;Pix
2025-07-07T15:15:00.000Z;ENTRADA;Venda;Venda #685953;360;Pix
2025-07-06T03:00:00.000Z;SAÍDA;DESPESAS OPERACIONAIS;Compra de Insumos Reposição;-2020.1232902907639;Dinheiro/Banco
2025-07-04T22:58:00.000Z;ENTRADA;Venda;Venda #685953;8;Pix
2025-07-04T22:20:00.000Z;ENTRADA;Venda;Venda #685953;135;Pix
2025-07-04T21:25:00.000Z;ENTRADA;Venda;Venda #685953;45;Pix
2025-07-04T18:31:00.000Z;ENTRADA;Venda;Venda #685953;8;Pix
2025-07-04T18:12:00.000Z;ENTRADA;Venda;Venda #685953;255;Pix
2025-07-04T16:45:00.000Z;ENTRADA;Venda;Venda #685953;255;Pix
2025-07-04T16:18:00.000Z;ENTRADA;Venda;Venda #685953;170;Pix
2025-07-04T16:07:00.000Z;ENTRADA;Venda;Venda #685953;240;Pix
2025-07-04T15:29:00.000Z;ENTRADA;Venda;Venda #685953;8;Pix
2025-07-03T20:15:00.000Z;ENTRADA;Venda;Venda #685953;170;Pix
2025-07-03T18:38:00.000Z;ENTRADA;Venda;Venda #685953;240;Pix
2025-07-03T18:15:00.000Z;ENTRADA;Venda;Venda #685953;120;Pix
2025-07-03T18:06:00.000Z;ENTRADA;Venda;Venda #685953;170;Pix
2025-07-03T18:05:00.000Z;ENTRADA;Venda;Venda #685953;8;Pix
2025-07-03T17:28:00.000Z;ENTRADA;Venda;Venda #685953;120;Pix
2025-07-03T17:24:00.000Z;ENTRADA;Venda;Venda #685953;135;Pix
2025-07-03T16:38:00.000Z;ENTRADA;Venda;Venda #685953;16;Pix
2025-07-03T16:30:00.000Z;ENTRADA;Venda;Venda #685953;240;Pix
2025-07-03T03:00:00.000Z;SAÍDA;DESPESAS OPERACIONAIS;Compra de Insumos Reposição;-2053.247198267535;Dinheiro/Banco
2025-07-02T22:57:00.000Z;ENTRADA;Venda;Venda #685953;135;Pix
2025-07-02T20:24:00.000Z;ENTRADA;Venda;Venda #685953;85;Pix
2025-07-02T20:20:00.000Z;ENTRADA;Venda;Venda #685953;120;Pix
2025-07-02T19:35:00.000Z;ENTRADA;Venda;Venda #685953;90;Pix
2025-07-02T19:21:00.000Z;ENTRADA;Venda;Venda #685953;24;Pix
2025-07-02T19:10:00.000Z;ENTRADA;Venda;Venda #685953;8;Pix
2025-07-02T18:32:00.000Z;ENTRADA;Venda;Venda #685953;45;Pix
2025-07-02T18:17:00.000Z;ENTRADA;Venda;Venda #685953;24;Pix
2025-07-02T15:52:00.000Z;ENTRADA;Venda;Venda #685953;240;Pix
2025-07-02T15:19:00.000Z;ENTRADA;Venda;Venda #685953;255;Pix
2025-07-02T15:05:00.000Z;ENTRADA;Venda;Venda #685953;255;Pix
2025-07-01T22:43:00.000Z;ENTRADA;Venda;Venda #685953;85;Pix
2025-07-01T21:20:00.000Z;ENTRADA;Venda;Venda #685953;360;Pix
2025-07-01T19:11:00.000Z;ENTRADA;Venda;Venda #685953;45;Pix
2025-07-01T19:04:00.000Z;ENTRADA;Venda;Venda #685953;8;Pix
2025-07-01T19:02:00.000Z;ENTRADA;Venda;Venda #685953;8;Pix
2025-07-01T18:19:00.000Z;ENTRADA;Venda;Venda #685953;255;Pix
2025-07-01T17:17:00.000Z;ENTRADA;Venda;Venda #685953;85;Pix
2025-07-01T15:40:00.000Z;ENTRADA;Venda;Venda #685953;170;Pix
2025-07-01T15:13:00.000Z;ENTRADA;Venda;Venda #685953;120;Pix
2025-06-30T22:27:00.000Z;ENTRADA;Venda;Venda #685953;255;Pix
2025-06-30T21:11:00.000Z;ENTRADA;Venda;Venda #685953;360;Pix
2025-06-30T19:46:00.000Z;ENTRADA;Venda;Venda #685953;255;Pix
2025-06-30T18:32:00.000Z;ENTRADA;Venda;Venda #685953;240;Pix
2025-06-30T17:00:00.000Z;ENTRADA;Venda;Venda #685953;24;Pix
2025-06-30T03:00:00.000Z;SAÍDA;DESPESAS OPERACIONAIS;Compra de Insumos Reposição;-1989.7832416431554;Dinheiro/Banco
2025-06-27T22:56:00.000Z;ENTRADA;Venda;Venda #685953;170;Pix
2025-06-27T21:57:00.000Z;ENTRADA;Venda;Venda #685953;240;Pix
2025-06-27T21:36:00.000Z;ENTRADA;Venda;Venda #685953;85;Pix
2025-06-27T20:55:00.000Z;ENTRADA;Venda;Venda #685953;45;Pix
2025-06-27T19:57:00.000Z;ENTRADA;Venda;Venda #685953;45;Pix
2025-06-27T18:51:00.000Z;ENTRADA;Venda;Venda #685953;360;Pix
2025-06-27T18:00:00.000Z;ENTRADA;Venda;Venda #685953;24;Pix
2025-06-27T17:16:00.000Z;ENTRADA;Venda;Venda #685953;45;Pix
2025-06-27T15:53:00.000Z;ENTRADA;Venda;Venda #685953;24;Pix
2025-06-27T15:08:00.000Z;ENTRADA;Venda;Venda #685953;24;Pix
2025-06-27T15:06:00.000Z;ENTRADA;Venda;Venda #685953;45;Pix
2025-06-27T03:00:00.000Z;SAÍDA;DESPESAS OPERACIONAIS;Compra de Insumos Reposição;-1562.1298267125674;Dinheiro/Banco
2025-06-26T22:13:00.000Z;ENTRADA;Venda;Venda #685953;135;Pix
2025-06-26T22:06:00.000Z;ENTRADA;Venda;Venda #685953;360;Pix
2025-06-26T20:46:00.000Z;ENTRADA;Venda;Venda #685953;24;Pix
2025-06-26T20:11:00.000Z;ENTRADA;Venda;Venda #685953;16;Pix
2025-06-26T19:49:00.000Z;ENTRADA;Venda;Venda #685953;360;Pix
2025-06-26T19:34:00.000Z;ENTRADA;Venda;Venda #685953;90;Pix
2025-06-26T18:04:00.000Z;ENTRADA;Venda;Venda #685953;85;Pix
2025-06-25T21:10:00.000Z;ENTRADA;Venda;Venda #685953;45;Pix
2025-06-25T18:46:00.000Z;ENTRADA;Venda;Venda #685953;16;Pix
2025-06-25T18:10:00.000Z;ENTRADA;Venda;Venda #685953;240;Pix
2025-06-25T17:25:00.000Z;ENTRADA;Venda;Venda #685953;240;Pix
2025-06-25T17:13:00.000Z;ENTRADA;Venda;Venda #685953;85;Pix
2025-06-25T16:28:00.000Z;ENTRADA;Venda;Venda #685953;255;Pix
2025-06-25T15:29:00.000Z;ENTRADA;Venda;Venda #685953;255;Pix
2025-06-24T22:26:00.000Z;ENTRADA;Venda;Venda #685953;120;Pix
2025-06-24T22:25:00.000Z;ENTRADA;Venda;Venda #685953;170;Pix
2025-06-24T19:00:00.000Z;ENTRADA;Venda;Venda #685953;135;Pix
2025-06-24T17:10:00.000Z;ENTRADA;Venda;Venda #685953;170;Pix
2025-06-24T17:05:00.000Z;ENTRADA;Venda;Venda #685953;16;Pix
2025-06-24T16:23:00.000Z;ENTRADA;Venda;Venda #685953;360;Pix
2025-06-24T16:13:00.000Z;ENTRADA;Venda;Venda #685953;120;Pix
2025-06-24T15:44:00.000Z;ENTRADA;Venda;Venda #685953;16;Pix
2025-06-24T03:00:00.000Z;SAÍDA;DESPESAS OPERACIONAIS;Compra de Insumos Reposição;-2453.2325085419034;Dinheiro/Banco
2025-06-23T22:51:00.000Z;ENTRADA;Venda;Venda #685953;135;Pix
2025-06-23T22:48:00.000Z;ENTRADA;Venda;Venda #685953;360;Pix
2025-06-23T22:01:00.000Z;ENTRADA;Venda;Venda #685953;24;Pix
2025-06-23T22:00:00.000Z;ENTRADA;Venda;Venda #685953;255;Pix
2025-06-23T21:42:00.000Z;ENTRADA;Venda;Venda #685953;85;Pix
2025-06-23T21:19:00.000Z;ENTRADA;Venda;Venda #685953;8;Pix
2025-06-23T16:31:00.000Z;ENTRADA;Venda;Venda #685953;16;Pix
2025-06-23T16:16:00.000Z;ENTRADA;Venda;Venda #685953;360;Pix
2025-06-23T15:27:00.000Z;ENTRADA;Venda;Venda #685953;45;Pix
2025-06-21T03:00:00.000Z;SAÍDA;DESPESAS OPERACIONAIS;Compra de Insumos Reposição;-2223.6631461515112;Dinheiro/Banco
2025-06-20T22:15:00.000Z;ENTRADA;Venda;Venda #685953;8;Pix
2025-06-20T20:49:00.000Z;ENTRADA;Venda;Venda #685953;120;Pix
2025-06-20T19:55:00.000Z;ENTRADA;Venda;Venda #685953;240;Pix
2025-06-20T18:30:00.000Z;ENTRADA;Venda;Venda #685953;170;Pix
2025-06-20T17:46:00.000Z;ENTRADA;Venda;Venda #685953;85;Pix
2025-06-20T17:16:00.000Z;ENTRADA;Venda;Venda #685953;45;Pix
2025-06-20T16:45:00.000Z;ENTRADA;Venda;Venda #685953;255;Pix
2025-06-20T15:28:00.000Z;ENTRADA;Venda;Venda #685953;90;Pix
2025-06-20T15:18:00.000Z;ENTRADA;Venda;Venda #685953;90;Pix
2025-06-19T22:39:00.000Z;ENTRADA;Venda;Venda #685953;8;Pix
2025-06-19T22:36:00.000Z;ENTRADA;Venda;Venda #685953;255;Pix
2025-06-19T22:02:00.000Z;ENTRADA;Venda;Venda #685953;135;Pix
2025-06-19T21:08:00.000Z;ENTRADA;Venda;Venda #685953;24;Pix
2025-06-19T19:20:00.000Z;ENTRADA;Venda;Venda #685953;135;Pix
2025-06-19T19:01:00.000Z;ENTRADA;Venda;Venda #685953;135;Pix
2025-06-19T18:21:00.000Z;ENTRADA;Venda;Venda #685953;8;Pix
2025-06-19T17:39:00.000Z;ENTRADA;Venda;Venda #685953;45;Pix
2025-06-19T16:54:00.000Z;ENTRADA;Venda;Venda #685953;135;Pix
2025-06-19T16:31:00.000Z;ENTRADA;Venda;Venda #685953;90;Pix
2025-06-19T16:16:00.000Z;ENTRADA;Venda;Venda #685953;240;Pix
2025-06-18T22:45:00.000Z;ENTRADA;Venda;Venda #685953;360;Pix
2025-06-18T21:17:00.000Z;ENTRADA;Venda;Venda #685953;24;Pix
2025-06-18T20:30:00.000Z;ENTRADA;Venda;Venda #685953;8;Pix
2025-06-18T20:28:00.000Z;ENTRADA;Venda;Venda #685953;120;Pix
2025-06-18T17:44:00.000Z;ENTRADA;Venda;Venda #685953;240;Pix
2025-06-18T17:29:00.000Z;ENTRADA;Venda;Venda #685953;85;Pix
2025-06-18T17:23:00.000Z;ENTRADA;Venda;Venda #685953;240;Pix
2025-06-18T16:44:00.000Z;ENTRADA;Venda;Venda #685953;85;Pix
2025-06-18T16:43:00.000Z;ENTRADA;Venda;Venda #685953;170;Pix
2025-06-18T16:30:00.000Z;ENTRADA;Venda;Venda #685953;85;Pix
2025-06-18T03:00:00.000Z;SAÍDA;DESPESAS OPERACIONAIS;Compra de Insumos Reposição;-1663.8410748838644;Dinheiro/Banco
2025-06-17T22:37:00.000Z;ENTRADA;Venda;Venda #685953;135;Pix
2025-06-17T22:24:00.000Z;ENTRADA;Venda;Venda #685953;240;Pix
2025-06-17T22:08:00.000Z;ENTRADA;Venda;Venda #685953;85;Pix
2025-06-17T19:57:00.000Z;ENTRADA;Venda;Venda #685953;135;Pix
2025-06-17T19:37:00.000Z;ENTRADA;Venda;Venda #685953;8;Pix
2025-06-17T17:46:00.000Z;ENTRADA;Venda;Venda #685953;255;Pix
2025-06-17T17:10:00.000Z;ENTRADA;Venda;Venda #685953;8;Pix
2025-06-17T16:51:00.000Z;ENTRADA;Venda;Venda #685953;120;Pix
2025-06-17T16:38:00.000Z;ENTRADA;Venda;Venda #685953;16;Pix
2025-06-17T16:02:00.000Z;ENTRADA;Venda;Venda #685953;120;Pix
2025-06-17T15:28:00.000Z;ENTRADA;Venda;Venda #685953;170;Pix
2025-06-16T21:46:00.000Z;ENTRADA;Venda;Venda #685953;170;Pix
2025-06-16T21:05:00.000Z;ENTRADA;Venda;Venda #685953;16;Pix
2025-06-16T21:01:00.000Z;ENTRADA;Venda;Venda #685953;135;Pix
2025-06-16T20:36:00.000Z;ENTRADA;Venda;Venda #685953;24;Pix
2025-06-16T19:26:00.000Z;ENTRADA;Venda;Venda #685953;16;Pix
2025-06-16T19:05:00.000Z;ENTRADA;Venda;Venda #685953;120;Pix
2025-06-16T19:05:00.000Z;ENTRADA;Venda;Venda #685953;8;Pix
2025-06-16T18:57:00.000Z;ENTRADA;Venda;Venda #685953;255;Pix
2025-06-16T18:27:00.000Z;ENTRADA;Venda;Venda #685953;45;Pix
2025-06-16T17:28:00.000Z;ENTRADA;Venda;Venda #685953;90;Pix
2025-06-16T15:18:00.000Z;ENTRADA;Venda;Venda #685953;85;Pix
2025-06-16T15:14:00.000Z;ENTRADA;Venda;Venda #685953;170;Pix
2025-06-15T03:00:00.000Z;SAÍDA;DESPESAS OPERACIONAIS;Compra de Insumos Reposição;-1530.1310332060737;Dinheiro/Banco
2025-06-13T19:48:00.000Z;ENTRADA;Venda;Venda #685953;90;Pix
2025-06-13T18:35:00.000Z;ENTRADA;Venda;Venda #685953;8;Pix
2025-06-13T18:22:00.000Z;ENTRADA;Venda;Venda #685953;16;Pix
2025-06-13T17:01:00.000Z;ENTRADA;Venda;Venda #685953;135;Pix
2025-06-13T16:53:00.000Z;ENTRADA;Venda;Venda #685953;240;Pix
2025-06-13T16:43:00.000Z;ENTRADA;Venda;Venda #685953;24;Pix
2025-06-13T16:40:00.000Z;ENTRADA;Venda;Venda #685953;240;Pix
2025-06-13T15:41:00.000Z;ENTRADA;Venda;Venda #685953;90;Pix
2025-06-13T15:39:00.000Z;ENTRADA;Venda;Venda #685953;90;Pix
2025-06-13T15:30:00.000Z;ENTRADA;Venda;Venda #685953;135;Pix
2025-06-12T22:19:00.000Z;ENTRADA;Venda;Venda #685953;90;Pix
2025-06-12T21:27:00.000Z;ENTRADA;Venda;Venda #685953;8;Pix
2025-06-12T21:20:00.000Z;ENTRADA;Venda;Venda #685953;360;Pix
2025-06-12T20:51:00.000Z;ENTRADA;Venda;Venda #685953;240;Pix
2025-06-12T20:07:00.000Z;ENTRADA;Venda;Venda #685953;45;Pix
2025-06-12T20:04:00.000Z;ENTRADA;Venda;Venda #685953;170;Pix
2025-06-12T19:03:00.000Z;ENTRADA;Venda;Venda #685953;24;Pix
2025-06-12T18:24:00.000Z;ENTRADA;Venda;Venda #685953;170;Pix
2025-06-12T15:11:00.000Z;ENTRADA;Venda;Venda #685953;8;Pix
2025-06-12T03:00:00.000Z;SAÍDA;DESPESAS OPERACIONAIS;Compra de Insumos Reposição;-1816.222691044577;Dinheiro/Banco
2025-06-11T22:12:00.000Z;ENTRADA;Venda;Venda #685953;360;Pix
2025-06-11T21:30:00.000Z;ENTRADA;Venda;Venda #685953;45;Pix
2025-06-11T20:33:00.000Z;ENTRADA;Venda;Venda #685953;240;Pix
2025-06-11T19:55:00.000Z;ENTRADA;Venda;Venda #685953;90;Pix
2025-06-11T19:27:00.000Z;ENTRADA;Venda;Venda #685953;24;Pix
2025-06-11T17:35:00.000Z;ENTRADA;Venda;Venda #685953;360;Pix
2025-06-10T22:14:00.000Z;ENTRADA;Venda;Venda #685953;120;Pix
2025-06-10T21:55:00.000Z;ENTRADA;Venda;Venda #685953;8;Pix
2025-06-10T21:33:00.000Z;ENTRADA;Venda;Venda #685953;8;Pix
2025-06-10T21:02:00.000Z;ENTRADA;Venda;Venda #685953;90;Pix
2025-06-10T20:16:00.000Z;ENTRADA;Venda;Venda #685953;255;Pix
2025-06-10T19:48:00.000Z;ENTRADA;Venda;Venda #685953;120;Pix
2025-06-10T17:56:00.000Z;ENTRADA;Venda;Venda #685953;135;Pix
2025-06-10T17:49:00.000Z;ENTRADA;Venda;Venda #685953;255;Pix
2025-06-10T16:34:00.000Z;ENTRADA;Venda;Venda #685953;85;Pix
2025-06-09T22:05:00.000Z;ENTRADA;Venda;Venda #685953;255;Pix
2025-06-09T21:39:00.000Z;ENTRADA;Venda;Venda #685953;360;Pix
2025-06-09T21:30:00.000Z;ENTRADA;Venda;Venda #685953;45;Pix
2025-06-09T20:49:00.000Z;ENTRADA;Venda;Venda #685953;8;Pix
2025-06-09T19:31:00.000Z;ENTRADA;Venda;Venda #685953;85;Pix
2025-06-09T17:47:00.000Z;ENTRADA;Venda;Venda #685953;255;Pix
2025-06-09T17:13:00.000Z;ENTRADA;Venda;Venda #685953;170;Pix
2025-06-09T16:20:00.000Z;ENTRADA;Venda;Venda #685953;45;Pix
2025-06-09T16:04:00.000Z;ENTRADA;Venda;Venda #685953;85;Pix
2025-06-09T03:00:00.000Z;SAÍDA;DESPESAS OPERACIONAIS;Compra de Insumos Reposição;-2225.9836182067183;Dinheiro/Banco
2025-06-06T22:12:00.000Z;ENTRADA;Venda;Venda #685953;90;Pix
2025-06-06T21:58:00.000Z;ENTRADA;Venda;Venda #685953;135;Pix
2025-06-06T18:30:00.000Z;ENTRADA;Venda;Venda #685953;170;Pix
2025-06-06T18:06:00.000Z;ENTRADA;Venda;Venda #685953;24;Pix
2025-06-06T18:04:00.000Z;ENTRADA;Venda;Venda #685953;8;Pix
2025-06-06T17:53:00.000Z;ENTRADA;Venda;Venda #685953;85;Pix
2025-06-06T17:23:00.000Z;ENTRADA;Venda;Venda #685953;85;Pix
2025-06-06T17:18:00.000Z;ENTRADA;Venda;Venda #685953;135;Pix
2025-06-06T16:51:00.000Z;ENTRADA;Venda;Venda #685953;90;Pix
2025-06-06T16:12:00.000Z;ENTRADA;Venda;Venda #685953;8;Pix
2025-06-06T15:45:00.000Z;ENTRADA;Venda;Venda #685953;255;Pix
2025-06-06T03:00:00.000Z;SAÍDA;DESPESAS OPERACIONAIS;Compra de Insumos Reposição;-2197.464621228568;Dinheiro/Banco
2025-06-05T21:57:00.000Z;ENTRADA;Venda;Venda #685953;45;Pix
2025-06-05T21:34:00.000Z;ENTRADA;Venda;Venda #685953;45;Pix
2025-06-05T20:49:00.000Z;ENTRADA;Venda;Venda #685953;90;Pix
2025-06-05T18:50:00.000Z;ENTRADA;Venda;Venda #685953;90;Pix
2025-06-05T17:04:00.000Z;ENTRADA;Venda;Venda #685953;120;Pix
2025-06-05T16:55:00.000Z;ENTRADA;Venda;Venda #685953;120;Pix
2025-06-05T16:05:00.000Z;ENTRADA;Venda;Venda #685953;255;Pix
2025-06-05T15:55:00.000Z;ENTRADA;Venda;Venda #685953;120;Pix
2025-06-05T15:33:00.000Z;ENTRADA;Venda;Venda #685953;240;Pix
2025-06-04T22:39:00.000Z;ENTRADA;Venda;Venda #685953;120;Pix
2025-06-04T22:18:00.000Z;ENTRADA;Venda;Venda #685953;45;Pix
2025-06-04T22:00:00.000Z;ENTRADA;Venda;Venda #685953;16;Pix
2025-06-04T21:37:00.000Z;ENTRADA;Venda;Venda #685953;45;Pix
2025-06-04T21:27:00.000Z;ENTRADA;Venda;Venda #685953;170;Pix
2025-06-04T21:12:00.000Z;ENTRADA;Venda;Venda #685953;90;Pix
2025-06-04T20:41:00.000Z;ENTRADA;Venda;Venda #685953;85;Pix
2025-06-04T20:34:00.000Z;ENTRADA;Venda;Venda #685953;360;Pix
2025-06-04T18:41:00.000Z;ENTRADA;Venda;Venda #685953;85;Pix
2025-06-04T16:48:00.000Z;ENTRADA;Venda;Venda #685953;85;Pix
2025-06-04T15:12:00.000Z;ENTRADA;Venda;Venda #685953;16;Pix
2025-06-04T15:04:00.000Z;ENTRADA;Venda;Venda #685953;8;Pix
2025-06-03T22:23:00.000Z;ENTRADA;Venda;Venda #685953;240;Pix
2025-06-03T22:07:00.000Z;ENTRADA;Venda;Venda #685953;90;Pix
2025-06-03T20:48:00.000Z;ENTRADA;Venda;Venda #685953;255;Pix
2025-06-03T18:45:00.000Z;ENTRADA;Venda;Venda #685953;255;Pix
2025-06-03T16:10:00.000Z;ENTRADA;Venda;Venda #685953;240;Pix
2025-06-03T15:31:00.000Z;ENTRADA;Venda;Venda #685953;170;Pix
2025-06-03T03:00:00.000Z;SAÍDA;DESPESAS OPERACIONAIS;Compra de Insumos Reposição;-2459.1123528369408;Dinheiro/Banco
2025-06-02T22:52:00.000Z;ENTRADA;Venda;Venda #685953;240;Pix
2025-06-02T21:07:00.000Z;ENTRADA;Venda;Venda #685953;255;Pix
2025-06-02T20:25:00.000Z;ENTRADA;Venda;Venda #685953;85;Pix
2025-06-02T20:25:00.000Z;ENTRADA;Venda;Venda #685953;85;Pix
2025-06-02T20:20:00.000Z;ENTRADA;Venda;Venda #685953;8;Pix
2025-06-02T20:05:00.000Z;ENTRADA;Venda;Venda #685953;16;Pix
2025-06-02T19:00:00.000Z;ENTRADA;Venda;Venda #685953;240;Pix
2025-06-02T16:52:00.000Z;ENTRADA;Venda;Venda #685953;360;Pix
2025-06-02T15:10:00.000Z;ENTRADA;Venda;Venda #685953;24;Pix
2025-05-30T22:39:00.000Z;ENTRADA;Venda;Venda #685953;8;Pix
2025-05-30T22:34:00.000Z;ENTRADA;Venda;Venda #685953;45;Pix
2025-05-30T22:07:00.000Z;ENTRADA;Venda;Venda #685953;170;Pix
2025-05-30T21:42:00.000Z;ENTRADA;Venda;Venda #685953;24;Pix
2025-05-30T20:15:00.000Z;ENTRADA;Venda;Venda #685953;360;Pix
2025-05-30T19:45:00.000Z;ENTRADA;Venda;Venda #685953;135;Pix
2025-05-30T19:07:00.000Z;ENTRADA;Venda;Venda #685953;16;Pix
2025-05-30T17:05:00.000Z;ENTRADA;Venda;Venda #685953;90;Pix
2025-05-30T17:02:00.000Z;ENTRADA;Venda;Venda #685953;240;Pix
2025-05-30T16:47:00.000Z;ENTRADA;Venda;Venda #685953;24;Pix
2025-05-30T16:28:00.000Z;ENTRADA;Venda;Venda #685953;16;Pix
2025-05-30T03:00:00.000Z;SAÍDA;DESPESAS OPERACIONAIS;Compra de Insumos Reposição;-2221.4010514620218;Dinheiro/Banco
2025-05-29T22:18:00.000Z;ENTRADA;Venda;Venda #685953;85;Pix
2025-05-29T22:03:00.000Z;ENTRADA;Venda;Venda #685953;85;Pix
2025-05-29T22:03:00.000Z;ENTRADA;Venda;Venda #685953;45;Pix
2025-05-29T21:44:00.000Z;ENTRADA;Venda;Venda #685953;90;Pix
2025-05-29T21:39:00.000Z;ENTRADA;Venda;Venda #685953;170;Pix
2025-05-29T20:14:00.000Z;ENTRADA;Venda;Venda #685953;24;Pix
2025-05-29T19:41:00.000Z;ENTRADA;Venda;Venda #685953;85;Pix
2025-05-29T19:15:00.000Z;ENTRADA;Venda;Venda #685953;24;Pix
2025-05-29T18:36:00.000Z;ENTRADA;Venda;Venda #685953;120;Pix
2025-05-29T18:08:00.000Z;ENTRADA;Venda;Venda #685953;85;Pix
2025-05-29T18:00:00.000Z;ENTRADA;Venda;Venda #685953;120;Pix
2025-05-29T17:29:00.000Z;ENTRADA;Venda;Venda #685953;16;Pix
2025-05-29T16:15:00.000Z;ENTRADA;Venda;Venda #685953;240;Pix
2025-05-29T16:00:00.000Z;ENTRADA;Venda;Venda #685953;45;Pix
2025-05-28T21:49:00.000Z;ENTRADA;Venda;Venda #685953;45;Pix
2025-05-28T21:48:00.000Z;ENTRADA;Venda;Venda #685953;8;Pix
2025-05-28T21:41:00.000Z;ENTRADA;Venda;Venda #685953;90;Pix
2025-05-28T20:11:00.000Z;ENTRADA;Venda;Venda #685953;135;Pix
2025-05-28T19:58:00.000Z;ENTRADA;Venda;Venda #685953;16;Pix
2025-05-28T19:09:00.000Z;ENTRADA;Venda;Venda #685953;85;Pix
2025-05-28T18:13:00.000Z;ENTRADA;Venda;Venda #685953;45;Pix
2025-05-28T17:44:00.000Z;ENTRADA;Venda;Venda #685953;240;Pix
2025-05-28T16:12:00.000Z;ENTRADA;Venda;Venda #685953;360;Pix
2025-05-28T15:54:00.000Z;ENTRADA;Venda;Venda #685953;16;Pix
2025-05-28T15:46:00.000Z;ENTRADA;Venda;Venda #685953;45;Pix
2025-05-28T15:11:00.000Z;ENTRADA;Venda;Venda #685953;8;Pix
2025-05-27T22:11:00.000Z;ENTRADA;Venda;Venda #685953;90;Pix
2025-05-27T21:49:00.000Z;ENTRADA;Venda;Venda #685953;360;Pix
2025-05-27T21:35:00.000Z;ENTRADA;Venda;Venda #685953;240;Pix
2025-05-27T21:30:00.000Z;ENTRADA;Venda;Venda #685953;135;Pix
2025-05-27T20:40:00.000Z;ENTRADA;Venda;Venda #685953;85;Pix
2025-05-27T16:05:00.000Z;ENTRADA;Venda;Venda #685953;24;Pix
2025-05-27T15:32:00.000Z;ENTRADA;Venda;Venda #685953;170;Pix
2025-05-27T03:00:00.000Z;SAÍDA;DESPESAS OPERACIONAIS;Compra de Insumos Reposição;-1778.344316005887;Dinheiro/Banco
2025-05-26T22:31:00.000Z;ENTRADA;Venda;Venda #685953;120;Pix
2025-05-26T21:45:00.000Z;ENTRADA;Venda;Venda #685953;8;Pix
2025-05-26T21:16:00.000Z;ENTRADA;Venda;Venda #685953;255;Pix
2025-05-26T19:55:00.000Z;ENTRADA;Venda;Venda #685953;360;Pix
2025-05-26T18:44:00.000Z;ENTRADA;Venda;Venda #685953;255;Pix
2025-05-26T18:32:00.000Z;ENTRADA;Venda;Venda #685953;135;Pix
2025-05-24T03:00:00.000Z;SAÍDA;DESPESAS OPERACIONAIS;Compra de Insumos Reposição;-1875.940148586266;Dinheiro/Banco
2025-05-23T21:13:00.000Z;ENTRADA;Venda;Venda #685953;135;Pix
2025-05-23T19:43:00.000Z;ENTRADA;Venda;Venda #685953;135;Pix
2025-05-23T19:36:00.000Z;ENTRADA;Venda;Venda #685953;135;Pix
2025-05-23T18:37:00.000Z;ENTRADA;Venda;Venda #685953;255;Pix
2025-05-23T17:52:00.000Z;ENTRADA;Venda;Venda #685953;90;Pix
2025-05-23T17:04:00.000Z;ENTRADA;Venda;Venda #685953;360;Pix
2025-05-22T22:55:00.000Z;ENTRADA;Venda;Venda #685953;8;Pix
